date,SMA
2019-01-28 10:50,154.9536
2019-01-28 10:51,154.9477
2019-01-28 10:52,154.9358
2019-01-28 10:53,154.9275
2019-01-28 10:54,154.9264
2019-01-28 10:55,154.9233
2019-01-28 10:56,154.9163
2019-01-28 10:57,154.9123
2019-01-28 10:58,154.9087
2019-01-28 10:59,154.9041
2019-01-28 11:00,154.898
2019-01-28 11:01,154.8943
2019-01-28 11:02,154.8881
2019-01-28 11:03,154.8818
2019-01-28 11:04,154.8735
2019-01-28 11:05,154.8662
2019-01-28 11:06,154.8616
2019-01-28 11:07,154.8566
2019-01-28 11:08,154.8542
2019-01-28 11:09,154.8531
2019-01-28 11:10,154.857
2019-01-28 11:11,154.8634
2019-01-28 11:12,154.8718
2019-01-28 11:13,154.8841
2019-01-28 11:14,154.8965
2019-01-28 11:15,154.9113
2019-01-28 11:16,154.924
2019-01-28 11:17,154.936
2019-01-28 11:18,154.9424
2019-01-28 11:19,154.9467
2019-01-28 11:20,154.9494
2019-01-28 11:21,154.9556
2019-01-28 11:22,154.9582
2019-01-28 11:23,154.9599
2019-01-28 11:24,154.96
2019-01-28 11:25,154.9645
2019-01-28 11:26,154.9654
2019-01-28 11:27,154.9632
2019-01-28 11:28,154.9589
2019-01-28 11:29,154.9509
2019-01-28 11:30,154.942
2019-01-28 11:31,154.9347
2019-01-28 11:32,154.9282
2019-01-28 11:33,154.9245
2019-01-28 11:34,154.9196
2019-01-28 11:35,154.9172
2019-01-28 11:36,154.9118
2019-01-28 11:37,154.907
2019-01-28 11:38,154.8999
2019-01-28 11:39,154.8931
2019-01-28 11:40,154.8854
2019-01-28 11:41,154.8778
2019-01-28 11:42,154.8693
2019-01-28 11:43,154.8613
2019-01-28 11:44,154.8542
2019-01-28 11:45,154.8473
2019-01-28 11:46,154.8433
2019-01-28 11:47,154.8391
2019-01-28 11:48,154.8304
2019-01-28 11:49,154.8224
2019-01-28 11:50,154.815
2019-01-28 11:51,154.8087
2019-01-28 11:52,154.8022
2019-01-28 11:53,154.7959
2019-01-28 11:54,154.7885
2019-01-28 11:55,154.7815
2019-01-28 11:56,154.7745
2019-01-28 11:57,154.7691
2019-01-28 11:58,154.7669
2019-01-28 11:59,154.7615
2019-01-28 12:00,154.7562
2019-01-28 12:01,154.748
2019-01-28 12:02,154.7392
2019-01-28 12:03,154.7291
2019-01-28 12:04,154.7194
2019-01-28 12:05,154.7156
2019-01-28 12:06,154.7136
2019-01-28 12:07,154.7119
2019-01-28 12:08,154.7105
2019-01-28 12:09,154.7119
2019-01-28 12:10,154.7162
2019-01-28 12:11,154.7189
2019-01-28 12:12,154.7227
2019-01-28 12:13,154.7262
2019-01-28 12:14,154.7284
2019-01-28 12:15,154.7288
2019-01-28 12:16,154.7322
2019-01-28 12:17,154.7351
2019-01-28 12:18,154.738
2019-01-28 12:19,154.7408
2019-01-28 12:20,154.7451
2019-01-28 12:21,154.7484
2019-01-28 12:22,154.7543
2019-01-28 12:23,154.7613
2019-01-28 12:24,154.7689
2019-01-28 12:25,154.7771
2019-01-28 12:26,154.7843
2019-01-28 12:27,154.7919
2019-01-28 12:28,154.7995
2019-01-28 12:29,154.8067
2019-01-28 12:30,154.8133
2019-01-28 12:31,154.8198
2019-01-28 12:32,154.8232
2019-01-28 12:33,154.8257
2019-01-28 12:34,154.826
2019-01-28 12:35,154.8268
2019-01-28 12:36,154.8272
2019-01-28 12:37,154.8269
2019-01-28 12:38,154.8263
2019-01-28 12:39,154.8286
2019-01-28 12:40,154.8314
2019-01-28 12:41,154.8325
2019-01-28 12:42,154.8338
2019-01-28 12:43,154.8351
2019-01-28 12:44,154.8365
2019-01-28 12:45,154.8342
2019-01-28 12:46,154.8317
2019-01-28 12:47,154.8295
2019-01-28 12:48,154.8277
2019-01-28 12:49,154.8276
2019-01-28 12:50,154.8288
2019-01-28 12:51,154.83
2019-01-28 12:52,154.8307
2019-01-28 12:53,154.8295
2019-01-28 12:54,154.8312
2019-01-28 12:55,154.832
2019-01-28 12:56,154.8328
2019-01-28 12:57,154.8327
2019-01-28 12:58,154.8348
2019-01-28 12:59,154.8349
2019-01-28 13:00,154.8342
2019-01-28 13:01,154.8338
2019-01-28 13:02,154.834
2019-01-28 13:03,154.833
2019-01-28 13:04,154.8324
2019-01-28 13:05,154.832
2019-01-28 13:06,154.83
2019-01-28 13:07,154.8302
2019-01-28 13:08,154.8352
2019-01-28 13:09,154.8405
2019-01-28 13:10,154.8451
2019-01-28 13:11,154.8512
2019-01-28 13:12,154.8558
2019-01-28 13:13,154.8626
2019-01-28 13:14,154.8723
2019-01-28 13:15,154.8831
2019-01-28 13:16,154.8936
2019-01-28 13:17,154.9018
2019-01-28 13:18,154.909
2019-01-28 13:19,154.9178
2019-01-28 13:20,154.9279
2019-01-28 13:21,154.9375
2019-01-28 13:22,154.9493
2019-01-28 13:23,154.9604
2019-01-28 13:24,154.9725
2019-01-28 13:25,154.9839
2019-01-28 13:26,154.9966
2019-01-28 13:27,155.0097
2019-01-28 13:28,155.0229
2019-01-28 13:29,155.0349
2019-01-28 13:30,155.0443
2019-01-28 13:31,155.0551
2019-01-28 13:32,155.0667
2019-01-28 13:33,155.0796
2019-01-28 13:34,155.0925
2019-01-28 13:35,155.1076
2019-01-28 13:36,155.1193
2019-01-28 13:37,155.1307
2019-01-28 13:38,155.1423
2019-01-28 13:39,155.1548
2019-01-28 13:40,155.1679
2019-01-28 13:41,155.1792
2019-01-28 13:42,155.1894
2019-01-28 13:43,155.199
2019-01-28 13:44,155.2095
2019-01-28 13:45,155.2187
2019-01-28 13:46,155.2276
2019-01-28 13:47,155.2372
2019-01-28 13:48,155.2466
2019-01-28 13:49,155.2575
2019-01-28 13:50,155.2687
2019-01-28 13:51,155.279
2019-01-28 13:52,155.2875
2019-01-28 13:53,155.2975
2019-01-28 13:54,155.3073
2019-01-28 13:55,155.3165
2019-01-28 13:56,155.3266
2019-01-28 13:57,155.336
2019-01-28 13:58,155.3472
2019-01-28 13:59,155.3579
2019-01-28 14:00,155.3667
2019-01-28 14:01,155.3767
2019-01-28 14:02,155.3868
2019-01-28 14:03,155.3978
2019-01-28 14:04,155.4093
2019-01-28 14:05,155.4202
2019-01-28 14:06,155.4313
2019-01-28 14:08,155.4428
2019-01-28 14:09,155.4546
2019-01-28 14:10,155.4668
2019-01-28 14:11,155.4776
2019-01-28 14:12,155.4868
2019-01-28 14:13,155.4974
2019-01-28 14:14,155.5085
2019-01-28 14:15,155.5192
2019-01-28 14:16,155.5294
2019-01-28 14:17,155.541
2019-01-28 14:18,155.5509
2019-01-28 14:19,155.5611
2019-01-28 14:20,155.5741
2019-01-28 14:21,155.5883
2019-01-28 14:22,155.6013
2019-01-28 14:23,155.6114
2019-01-28 14:24,155.6209
2019-01-28 14:25,155.6306
2019-01-28 14:26,155.639
2019-01-28 14:27,155.647
2019-01-28 14:28,155.6555
2019-01-28 14:29,155.664
2019-01-28 14:30,155.6718
2019-01-28 14:31,155.6816
2019-01-28 14:32,155.6907
2019-01-28 14:33,155.6992
2019-01-28 14:34,155.7071
2019-01-28 14:35,155.7146
2019-01-28 14:36,155.722
2019-01-28 14:37,155.7293
2019-01-28 14:38,155.7366
2019-01-28 14:39,155.7437
2019-01-28 14:40,155.7506
2019-01-28 14:41,155.7572
2019-01-28 14:42,155.762
2019-01-28 14:43,155.7645
2019-01-28 14:44,155.7676
2019-01-28 14:45,155.7699
2019-01-28 14:46,155.7717
2019-01-28 14:47,155.7724
2019-01-28 14:48,155.7738
2019-01-28 14:49,155.7772
2019-01-28 14:50,155.7804
2019-01-28 14:51,155.7881
2019-01-28 14:52,155.7959
2019-01-28 14:53,155.8016
2019-01-28 14:54,155.8062
2019-01-28 14:55,155.8113
2019-01-28 14:56,155.8161
2019-01-28 14:57,155.8223
2019-01-28 14:58,155.828
2019-01-28 14:59,155.8327
2019-01-28 15:00,155.836
2019-01-28 15:01,155.8398
2019-01-28 15:02,155.8463
2019-01-28 15:03,155.8516
2019-01-28 15:04,155.8563
2019-01-28 15:05,155.8596
2019-01-28 15:06,155.8626
2019-01-28 15:07,155.8638
2019-01-28 15:08,155.8653
2019-01-28 15:09,155.8668
2019-01-28 15:10,155.8671
2019-01-28 15:11,155.8652
2019-01-28 15:12,155.8627
2019-01-28 15:13,155.8637
2019-01-28 15:14,155.8638
2019-01-28 15:15,155.8659
2019-01-28 15:16,155.868
2019-01-28 15:17,155.8689
2019-01-28 15:18,155.8708
2019-01-28 15:19,155.8718
2019-01-28 15:20,155.872
2019-01-28 15:21,155.876
2019-01-28 15:22,155.8761
2019-01-28 15:23,155.877
2019-01-28 15:24,155.8763
2019-01-28 15:25,155.8767
2019-01-28 15:26,155.8793
2019-01-28 15:27,155.8814
2019-01-28 15:28,155.8838
2019-01-28 15:29,155.8854
2019-01-28 15:30,155.8856
2019-01-28 15:31,155.8873
2019-01-28 15:32,155.8908
2019-01-28 15:33,155.8914
2019-01-28 15:34,155.8922
2019-01-28 15:35,155.8938
2019-01-28 15:36,155.896
2019-01-28 15:37,155.8964
2019-01-28 15:38,155.8983
2019-01-28 15:39,155.9001
2019-01-28 15:40,155.9009
2019-01-28 15:41,155.9009
2019-01-28 15:42,155.9011
