date,1. open,2. high,3. low,4. close,5. volume
2019-01-28 09:31:00,155.82,155.82,154.97,155.011,1356186.0
2019-01-28 09:32:00,155.02,155.52,155.02,155.47,169697.0
2019-01-28 09:33:00,155.51,155.51,155.0828,155.09,130957.0
2019-01-28 09:34:00,155.03,155.09,154.5919,154.5919,305614.0
2019-01-28 09:35:00,154.57,154.82,154.48,154.806,204989.0
2019-01-28 09:36:00,154.82,155.0359,154.6257,155.0359,137503.0
2019-01-28 09:37:00,155.02,155.02,154.84,154.915,96270.0
2019-01-28 09:38:00,154.85,155.0,154.71,154.9,100809.0
2019-01-28 09:39:00,154.91,155.0,154.89,154.9,105775.0
2019-01-28 09:40:00,154.915,155.0,154.76,154.84,135774.0
2019-01-28 09:41:00,154.8523,154.8523,154.68,154.8,114202.0
2019-01-28 09:42:00,154.79,154.95,154.68,154.88,109828.0
2019-01-28 09:43:00,154.93,154.96,154.73,154.83,80805.0
2019-01-28 09:44:00,154.84,155.01,154.735,154.89,166747.0
2019-01-28 09:45:00,154.86,154.95,154.74,154.89,82343.0
2019-01-28 09:46:00,154.83,154.83,154.7,154.82,92344.0
2019-01-28 09:47:00,154.805,154.82,154.695,154.708,123682.0
2019-01-28 09:48:00,154.715,154.715,154.53,154.53,130671.0
2019-01-28 09:49:00,154.55,154.55,154.35,154.52,228733.0
2019-01-28 09:50:00,154.48,154.48,154.21,154.21,156012.0
2019-01-28 09:51:00,154.17,154.17,153.82,154.04,281919.0
2019-01-28 09:52:00,154.0402,154.14,154.0,154.14,155332.0
2019-01-28 09:53:00,154.16,154.22,153.84,153.84,139925.0
2019-01-28 09:54:00,153.86,154.02,153.86,154.01,128001.0
2019-01-28 09:55:00,153.96,153.96,153.68,153.78,112160.0
2019-01-28 09:56:00,153.7472,153.9559,153.67,153.9559,76711.0
2019-01-28 09:57:00,153.96,154.1,153.96,154.04,89779.0
2019-01-28 09:58:00,154.1,154.38,154.1,154.38,155212.0
2019-01-28 09:59:00,154.33,154.4631,154.325,154.4631,92192.0
2019-01-28 10:00:00,154.49,154.6202,154.46,154.58,122354.0
2019-01-28 10:01:00,154.565,154.565,154.3238,154.475,85558.0
2019-01-28 10:02:00,154.4885,154.71,154.42,154.71,110587.0
2019-01-28 10:03:00,154.72,154.85,154.72,154.82,92283.0
2019-01-28 10:04:00,154.8,154.935,154.755,154.93,112534.0
2019-01-28 10:05:00,154.95,154.96,154.7,154.77,106068.0
2019-01-28 10:06:00,154.805,155.1236,154.805,155.1,136975.0
2019-01-28 10:07:00,155.14,155.3,155.14,155.26,128940.0
2019-01-28 10:08:00,155.29,155.4325,155.27,155.4,121054.0
2019-01-28 10:09:00,155.41,155.61,155.36,155.61,121098.0
2019-01-28 10:10:00,155.6,155.6505,155.545,155.6006,92120.0
2019-01-28 10:11:00,155.57,155.57,155.4,155.475,109636.0
2019-01-28 10:12:00,155.4799,155.4799,155.35,155.43,70059.0
2019-01-28 10:13:00,155.48,155.48,155.33,155.39,52158.0
2019-01-28 10:14:00,155.3711,155.4561,155.2799,155.2799,64311.0
2019-01-28 10:15:00,155.25,155.31,155.13,155.14,85924.0
2019-01-28 10:16:00,155.15,155.4,155.13,155.3801,90139.0
2019-01-28 10:17:00,155.45,155.48,155.3701,155.4,57566.0
2019-01-28 10:18:00,155.42,155.44,155.37,155.43,56254.0
2019-01-28 10:19:00,155.42,155.48,155.3402,155.38,58558.0
2019-01-28 10:20:00,155.4027,155.51,155.29,155.51,72900.0
2019-01-28 10:21:00,155.45,155.56,155.38,155.52,58973.0
2019-01-28 10:22:00,155.4874,155.6,155.4874,155.54,83263.0
2019-01-28 10:23:00,155.5808,155.63,155.47,155.61,91895.0
2019-01-28 10:24:00,155.6275,155.6275,155.44,155.44,45576.0
2019-01-28 10:25:00,155.45,155.47,155.37,155.47,74107.0
2019-01-28 10:26:00,155.4425,155.4425,155.31,155.38,57742.0
2019-01-28 10:27:00,155.34,155.34,155.26,155.32,39441.0
2019-01-28 10:28:00,155.35,155.35,155.3,155.34,33503.0
2019-01-28 10:29:00,155.39,155.5,155.28,155.28,41585.0
2019-01-28 10:30:00,155.29,155.295,155.22,155.29,64018.0
2019-01-28 10:31:00,155.25,155.31,155.1138,155.13,68175.0
2019-01-28 10:32:00,155.14,155.2775,155.14,155.19,61144.0
