date,1. open,2. high,3. low,4. close,5. volume
2019-01-30 09:31:00,24833.1191,24839.3496,24833.1191,24839.3496,0.0
2019-01-30 09:32:00,24833.6992,24859.4297,24833.6992,24852.5703,3883210.0
2019-01-30 09:33:00,24863.9102,24870.8203,24863.9102,24870.8203,2067592.0
2019-01-30 09:34:00,24856.9609,24856.9609,24847.8203,24847.8203,1964135.0
2019-01-30 09:35:00,24841.9492,24847.0605,24841.9492,24847.0605,1694778.0
2019-01-30 09:36:00,24842.5293,24842.5293,24842.5293,24842.5293,1630261.0
2019-01-30 09:37:00,24852.4395,24857.6191,24841.1309,24841.1309,2023221.0
2019-01-30 09:38:00,24851.2207,24851.2207,24836.6602,24836.6602,1775506.0
2019-01-30 09:39:00,24844.7402,24846.2695,24844.7402,24846.2695,1166612.0
2019-01-30 09:40:00,24853.9902,24853.9902,24851.1699,24851.1699,1275537.0
2019-01-30 09:41:00,24853.2207,24854.1504,24850.8203,24850.8203,1393258.0
2019-01-30 09:42:00,24840.8398,24840.8398,24833.4004,24833.4004,1216838.0
2019-01-30 09:43:00,24837.6309,24838.6191,24832.1797,24838.6191,1468782.0
2019-01-30 09:44:00,24835.6406,24839.0391,24829.9395,24829.9395,1359809.0
2019-01-30 09:45:00,24836.0,24836.0,24822.0898,24822.0898,1559094.0
2019-01-30 09:46:00,24831.5898,24831.5898,24831.5898,24831.5898,740811.0
2019-01-30 09:47:00,24822.9902,24825.4395,24822.9902,24825.4395,1449545.0
2019-01-30 09:48:00,24833.0898,24833.0898,24826.9805,24826.9805,1016506.0
2019-01-30 09:49:00,24824.9102,24824.9102,24811.9492,24811.9492,1236342.0
2019-01-30 09:50:00,24801.6699,24803.2402,24801.6699,24803.2402,1209391.0
2019-01-30 09:51:00,24810.2402,24811.4395,24810.2402,24811.4395,1124776.0
2019-01-30 09:52:00,24802.9902,24810.5801,24802.9902,24810.5801,1238198.0
2019-01-30 09:53:00,24809.0801,24809.0801,24805.9805,24805.9805,1104990.0
2019-01-30 09:54:00,24804.5801,24807.9492,24804.5801,24807.9492,1242595.0
2019-01-30 09:55:00,24812.9609,24822.5195,24812.9609,24822.5195,1511307.0
2019-01-30 09:56:00,24829.2305,24829.2305,24829.2305,24829.2305,891302.0
2019-01-30 09:57:00,24812.1992,24818.7305,24812.1992,24818.7305,1181432.0
2019-01-30 09:58:00,24815.1309,24815.1309,24813.1797,24813.1797,1175700.0
2019-01-30 09:59:00,24806.6094,24808.5293,24806.6094,24808.5293,845973.0
2019-01-30 10:00:00,24805.8203,24806.0195,24805.8203,24806.0195,1234874.0
2019-01-30 10:01:00,24800.2598,24810.0996,24800.2598,24810.0996,1500766.0
2019-01-30 10:02:00,24807.8301,24808.5605,24807.8301,24808.5605,1073847.0
2019-01-30 10:03:00,24806.9492,24806.9492,24806.6797,24806.6797,1254846.0
2019-01-30 10:04:00,24791.6992,24797.2891,24791.6992,24797.2891,1593694.0
2019-01-30 10:05:00,24802.3691,24808.1191,24802.3691,24808.1191,968060.0
2019-01-30 10:06:00,24800.4492,24805.9199,24800.4492,24805.9199,1140633.0
2019-01-30 10:07:00,24810.25,24823.8594,24810.25,24823.8594,1517940.0
2019-01-30 10:08:00,24822.6699,24822.6699,24816.8203,24816.8203,1084190.0
2019-01-30 10:09:00,24823.4004,24823.4004,24818.5605,24818.5605,926510.0
