date,SlowK,SlowD
2019-01-22 14:19,48.6674,68.2583
2019-01-22 14:20,34.033,51.5848
2019-01-22 14:21,32.2397,38.3134
2019-01-22 14:22,48.3319,38.2016
2019-01-22 14:23,50.5762,43.7159
2019-01-22 14:24,32.2273,43.7118
2019-01-22 14:25,29.8393,37.5476
2019-01-22 14:26,31.5262,31.1976
2019-01-22 14:27,53.5217,38.2957
2019-01-22 14:28,57.2786,47.4422
2019-01-22 14:29,53.3475,54.7159
2019-01-22 14:30,46.8283,52.4848
2019-01-22 14:31,62.7005,54.2921
2019-01-22 14:32,81.3749,63.6346
2019-01-22 14:33,95.0104,79.6953
2019-01-22 14:34,93.5286,89.9713
2019-01-22 14:35,77.2045,88.5812
2019-01-22 14:36,50.5492,73.7607
2019-01-22 14:37,19.1676,48.9738
2019-01-22 14:38,4.1181,24.6116
2019-01-22 14:39,3.9574,9.081
2019-01-22 14:40,14.3712,7.4822
2019-01-22 14:41,33.4775,17.2687
2019-01-22 14:42,38.323,28.7239
2019-01-22 14:43,38.4849,36.7618
2019-01-22 14:44,19.3786,32.0622
2019-01-22 14:45,14.4938,24.1191
2019-01-22 14:46,13.8645,15.9123
2019-01-22 14:47,26.8273,18.3952
2019-01-22 14:48,25.5174,22.0697
2019-01-22 14:49,19.3872,23.9106
2019-01-22 14:50,10.9053,18.6033
2019-01-22 14:51,27.8313,19.3746
2019-01-22 14:52,42.0633,26.9333
2019-01-22 14:53,66.4046,45.433
2019-01-22 14:54,75.4805,61.3161
2019-01-22 14:55,82.943,74.9427
2019-01-22 14:56,74.1049,77.5094
2019-01-22 14:57,45.9648,67.6709
2019-01-22 14:58,32.7113,50.927
2019-01-22 14:59,19.393,32.6897
2019-01-22 15:00,25.3457,25.8167
2019-01-22 15:01,17.91,20.8829
2019-01-22 15:02,30.9116,24.7224
2019-01-22 15:03,30.841,26.5542
2019-01-22 15:04,47.5173,36.4233
2019-01-22 15:05,36.3863,38.2482
2019-01-22 15:06,39.0406,40.9814
2019-01-22 15:07,25.1808,33.5359
2019-01-22 15:08,22.7839,29.0018
2019-01-22 15:09,21.9997,23.3215
2019-01-22 15:10,26.273,23.6856
2019-01-22 15:11,27.0295,25.1008
2019-01-22 15:12,52.6106,35.3044
2019-01-22 15:13,73.5627,51.0676
2019-01-22 15:14,97.143,74.4388
2019-01-22 15:15,86.4534,85.7197
2019-01-22 15:16,73.81,85.8022
2019-01-22 15:17,65.7843,75.3492
2019-01-22 15:18,70.1626,69.919
2019-01-22 15:19,73.2831,69.7433
2019-01-22 15:20,70.5614,71.3357
2019-01-22 15:21,52.6304,65.4916
2019-01-22 15:22,60.3024,61.1647
2019-01-22 15:23,73.9069,62.2799
2019-01-22 15:24,92.8862,75.6985
2019-01-22 15:25,91.9007,86.2313
2019-01-22 15:26,90.0895,91.6255
2019-01-22 15:27,95.3524,92.4476
2019-01-22 15:28,80.7979,88.7466
2019-01-22 15:29,81.7307,85.9603
2019-01-22 15:30,69.7896,77.4394
2019-01-22 15:31,67.2792,72.9332
2019-01-22 15:32,36.5327,57.8672
2019-01-22 15:33,17.0791,40.297
2019-01-22 15:34,4.8819,19.4979
2019-01-22 15:35,5.3048,9.0886
2019-01-22 15:36,24.0641,11.4169
2019-01-22 15:37,34.9906,21.4531
2019-01-22 15:38,53.3051,37.4532
2019-01-22 15:39,65.0673,51.121
2019-01-22 15:40,86.2393,68.2039
2019-01-22 15:41,92.0682,81.1249
2019-01-22 15:42,91.8425,90.05
2019-01-22 15:43,88.5095,90.8067
2019-01-22 15:44,84.1255,88.1592
2019-01-22 15:45,64.7123,79.1158
2019-01-22 15:46,37.1281,61.9886
2019-01-22 15:47,24.4474,42.0959
2019-01-22 15:48,21.7141,27.7632
2019-01-22 15:49,26.8743,24.3453
2019-01-22 15:50,21.9663,23.5182
2019-01-22 15:51,11.8782,20.2396
2019-01-22 15:52,10.5581,14.8009
2019-01-22 15:53,9.9354,10.7906
2019-01-22 15:54,23.2691,14.5875
2019-01-22 15:55,31.6797,21.6281
2019-01-22 15:56,32.0002,28.983
2019-01-22 15:57,25.6096,29.7632
2019-01-22 15:58,28.9977,28.8692
2019-01-22 15:59,55.3539,36.6538
2019-01-22 16:00,81.7442,55.3653
2019-01-23 09:31,79.4092,72.1691
2019-01-23 09:32,56.5555,72.5696
2019-01-23 09:33,26.5129,54.1592
2019-01-23 09:34,12.8443,31.9709
2019-01-23 09:35,6.1318,15.163
2019-01-23 09:36,8.9282,9.3015
2019-01-23 09:37,11.4746,8.8449
2019-01-23 09:38,10.9932,10.4653
2019-01-23 09:39,15.7496,12.7391
2019-01-23 09:40,16.1721,14.3049
2019-01-23 09:41,31.8813,21.2676
2019-01-23 09:42,40.3716,29.475
2019-01-23 09:43,65.9072,46.0534
2019-01-23 09:44,78.9412,61.74
2019-01-23 09:45,77.2123,74.0202
2019-01-23 09:46,64.5228,73.5588
2019-01-23 09:47,39.5947,60.4433
2019-01-23 09:48,22.5414,42.2196
2019-01-23 09:49,16.1416,26.0926
2019-01-23 09:50,28.2577,22.3136
2019-01-23 09:51,52.9941,32.4645
2019-01-23 09:52,43.4223,41.558
2019-01-23 09:53,48.5503,48.3222
2019-01-23 09:54,31.8098,41.2608
2019-01-23 09:55,38.7199,39.6933
2019-01-23 09:56,30.6859,33.7385
2019-01-23 09:57,53.0327,40.8128
2019-01-23 09:58,55.2117,46.3101
2019-01-23 09:59,59.2695,55.838
2019-01-23 10:00,31.4792,48.6535
2019-01-23 10:01,24.9024,38.5504
2019-01-23 10:02,38.8237,31.7351
2019-01-23 10:03,64.8313,42.8525
2019-01-23 10:04,80.563,61.406
2019-01-23 10:05,69.3889,71.5944
2019-01-23 10:06,43.3775,64.4431
2019-01-23 10:07,23.7369,45.5011
2019-01-23 10:08,7.666,24.9268
2019-01-23 10:09,7.2327,12.8785
2019-01-23 10:10,19.4067,11.4352
2019-01-23 10:11,36.6158,21.0851
2019-01-23 10:12,49.3107,35.1111
2019-01-23 10:13,50.3957,45.4408
2019-01-23 10:14,46.58,48.7622
2019-01-23 10:15,31.2181,42.7313
2019-01-23 10:16,22.4927,33.4303
2019-01-23 10:17,5.0316,19.5808
2019-01-23 10:18,12.1742,13.2328
2019-01-23 10:19,7.844,8.3499
2019-01-23 10:20,7.844,9.2874
2019-01-23 10:21,3.9425,6.5435
2019-01-23 10:22,15.0228,8.9364
2019-01-23 10:23,28.2463,15.7372
2019-01-23 10:24,26.122,23.1303
2019-01-23 10:25,26.6208,26.9964
2019-01-23 10:26,26.5639,26.4356
2019-01-23 10:27,43.8981,32.3609
2019-01-23 10:28,59.9499,43.4706
2019-01-23 10:29,80.1167,61.3216
2019-01-23 10:30,94.8377,78.3015
2019-01-23 10:31,85.5538,86.8361
2019-01-23 10:32,85.5538,88.6485
2019-01-23 10:33,83.897,85.0015
2019-01-23 10:34,98.1819,89.2109
2019-01-23 10:35,90.8759,90.9849
2019-01-23 10:36,89.1046,92.7208
2019-01-23 10:37,73.8252,84.6019
2019-01-23 10:38,74.4282,79.1193
2019-01-23 10:39,71.5172,73.2568
2019-01-23 10:40,73.0281,72.9912
2019-01-23 10:41,47.4725,64.0059
2019-01-23 10:42,24.2352,48.2452
2019-01-23 10:43,4.6704,25.4593
2019-01-23 10:44,6.7026,11.8694
2019-01-23 10:45,6.1845,5.8525
2019-01-23 10:46,13.3599,8.749
2019-01-23 10:47,22.3282,13.9575
2019-01-23 10:48,24.023,19.9037
2019-01-23 10:49,30.2886,25.5466
2019-01-23 10:50,18.2133,24.1749
2019-01-23 10:51,34.2746,27.5922
2019-01-23 10:52,24.1665,25.5514
2019-01-23 10:53,28.6101,29.0171
2019-01-23 10:54,21.1091,24.6286
2019-01-23 10:55,43.3311,31.0168
2019-01-23 10:56,71.1086,45.183
2019-01-23 10:57,78.3636,64.2678
2019-01-23 10:58,58.1953,69.2225
2019-01-23 10:59,58.0736,64.8775
2019-01-23 11:00,70.8194,62.3628
2019-01-23 11:01,95.258,74.717
2019-01-23 11:02,89.4742,85.1839
2019-01-23 11:03,72.8076,85.8466
2019-01-23 11:04,63.6331,75.305
2019-01-23 11:05,65.0941,67.1782
2019-01-23 11:06,73.4258,67.3843
2019-01-23 11:07,65.2743,67.9314
2019-01-23 11:08,52.7751,63.8251
2019-01-23 11:09,32.2043,50.0846
2019-01-23 11:10,26.3707,37.1167
2019-01-23 11:11,22.8576,27.1442
2019-01-23 11:12,37.1162,28.7815
2019-01-23 11:13,57.9677,39.3138
2019-01-23 11:14,54.5348,49.8729
2019-01-23 11:15,44.7375,52.4133
2019-01-23 11:16,31.6653,43.6459
2019-01-23 11:17,25.2206,33.8745
2019-01-23 11:18,18.8278,25.2379
2019-01-23 11:19,8.1469,17.3984
2019-01-23 11:20,16.2599,14.4115
2019-01-23 11:21,24.3025,16.2364
2019-01-23 11:22,53.872,31.4781
2019-01-23 11:23,67.0203,48.3983
2019-01-23 11:24,75.9251,65.6058
2019-01-23 11:25,45.8951,62.9468
2019-01-23 11:26,34.8684,52.2295
2019-01-23 11:27,29.0605,36.608
2019-01-23 11:28,39.081,34.3366
2019-01-23 11:29,51.6599,39.9338
2019-01-23 11:30,63.0251,51.2554
2019-01-23 11:31,77.4793,64.0548
2019-01-23 11:32,77.2785,72.5943
2019-01-23 11:33,85.6109,80.1229
2019-01-23 11:34,85.2402,82.7099
2019-01-23 11:35,88.5185,86.4565
2019-01-23 11:36,80.1846,84.6478
2019-01-23 11:37,74.3463,81.0165
2019-01-23 11:38,52.1235,68.8848
2019-01-23 11:39,43.1235,56.5311
2019-01-23 11:40,45.1663,46.8044
2019-01-23 11:41,71.191,53.1602
2019-01-23 11:42,88.113,68.1568
2019-01-23 11:43,88.3106,82.5382
2019-01-23 11:44,90.0641,88.8292
2019-01-23 11:45,84.4672,87.614
2019-01-23 11:46,83.1807,85.904
2019-01-23 11:47,49.8473,72.4984
2019-01-23 11:48,25.8564,52.9614
2019-01-23 11:49,3.3335,26.3457
2019-01-23 11:50,3.3335,10.8411
2019-01-23 11:51,9.6159,5.4277
2019-01-23 11:52,40.0502,17.6665
2019-01-23 11:53,73.3835,41.0165
2019-01-23 11:54,66.2923,59.9087
2019-01-23 11:55,39.9519,59.8759
2019-01-23 11:56,9.144,38.4627
2019-01-23 11:57,15.7098,21.6019
2019-01-23 11:58,16.0604,13.6381
2019-01-23 11:59,18.0802,16.6168
2019-01-23 12:00,28.1818,20.7741
2019-01-23 12:01,53.0309,33.0977
2019-01-23 12:02,79.7984,53.6704
2019-01-23 12:03,91.7903,74.8732
2019-01-23 12:04,89.2578,86.9488
2019-01-23 12:05,88.3792,89.8091
2019-01-23 12:06,64.9906,80.8759
2019-01-23 12:07,63.2289,72.1996
2019-01-23 12:08,34.4605,54.2267
2019-01-23 12:09,28.6651,42.1182
2019-01-23 12:10,11.8296,24.9851
2019-01-23 12:11,21.7292,20.7413
2019-01-23 12:12,27.368,20.3089
2019-01-23 12:13,31.9493,27.0155
2019-01-23 12:14,40.1663,33.1612
2019-01-23 12:15,55.7147,42.6101
2019-01-23 12:16,44.1545,46.6785
2019-01-23 12:17,26.2772,42.0488
2019-01-23 12:18,21.1852,30.5389
2019-01-23 12:19,27.6194,25.0272
2019-01-23 12:20,30.3113,26.3719
2019-01-23 12:21,22.6332,26.8546
2019-01-23 12:22,42.0978,31.6808
2019-01-23 12:23,56.5007,40.4106
2019-01-23 12:24,75.969,58.1892
2019-01-23 12:25,82.2186,71.5628
2019-01-23 12:26,90.8378,83.0084
2019-01-23 12:27,85.2761,86.1108
2019-01-23 12:28,74.4656,83.5265
2019-01-23 12:29,66.6667,75.4695
2019-01-23 12:30,63.0636,68.0653
2019-01-23 12:31,73.8741,67.8681
2019-01-23 12:32,87.3873,74.775
2019-01-23 12:33,87.7778,83.0131
2019-01-23 12:34,63.065,79.41
2019-01-23 12:35,30.8805,60.5745
2019-01-23 12:36,13.5783,35.8413
2019-01-23 12:37,6.4766,16.9785
2019-01-23 12:38,24.825,14.96
2019-01-23 12:39,39.1524,23.4847
2019-01-23 12:40,51.9706,38.6493
2019-01-23 12:41,45.5427,45.5552
2019-01-23 12:42,40.4758,45.9964
2019-01-23 12:43,36.2827,40.7671
2019-01-23 12:44,36.9404,37.8996
2019-01-23 12:45,42.623,38.6154
2019-01-23 12:46,65.8124,48.4586
2019-01-23 12:47,80.8734,63.1029
2019-01-23 12:48,91.2887,79.3248
2019-01-23 12:49,85.6861,85.9494
2019-01-23 12:50,78.0364,85.0037
2019-01-23 12:51,58.2034,73.9753
2019-01-23 12:52,42.4742,59.5713
2019-01-23 12:53,34.67,45.1159
2019-01-23 12:54,49.7788,42.3077
2019-01-23 12:55,44.8091,43.086
2019-01-23 12:56,43.3787,45.9889
2019-01-23 12:57,27.268,38.4853
2019-01-23 12:58,45.6167,38.7545
2019-01-23 12:59,65.6581,46.181
2019-01-23 13:00,63.1455,58.1401
2019-01-23 13:01,37.7649,55.5228
2019-01-23 13:02,5.8198,35.5767
2019-01-23 13:03,1.1907,14.9251
2019-01-23 13:04,2.8573,3.2893
2019-01-23 13:05,8.1609,4.0696
2019-01-23 13:06,6.9701,5.9961
2019-01-23 13:07,30.3036,15.1449
2019-01-23 13:08,47.2852,28.1863
2019-01-23 13:09,80.6185,52.7358
2019-01-23 13:10,88.9519,72.2852
2019-01-23 13:11,93.3097,87.6267
2019-01-23 13:12,76.998,86.4199
2019-01-23 13:13,59.1686,76.4921
2019-01-23 13:14,49.1819,61.7828
2019-01-23 13:15,32.1602,46.8369
2019-01-23 13:16,33.323,38.2217
2019-01-23 13:17,50.0,38.4944
2019-01-23 13:18,83.3333,55.5521
2019-01-23 13:19,90.5803,74.6379
2019-01-23 13:20,74.2838,82.7325
2019-01-23 13:21,51.4766,72.1136
2019-01-23 13:22,28.2047,51.3217
2019-01-23 13:23,15.0139,31.5651
2019-01-23 13:24,8.4072,17.2086
2019-01-23 13:25,10.1488,11.19
2019-01-23 13:26,18.2083,12.2548
2019-01-23 13:27,17.1833,15.1802
2019-01-23 13:28,23.8266,19.7394
2019-01-23 13:29,16.4663,19.1587
2019-01-23 13:30,13.5718,17.9549
2019-01-23 13:31,13.7825,14.6069
2019-01-23 13:32,36.7488,21.3677
2019-01-23 13:33,63.7593,38.0969
2019-01-23 13:34,80.6296,60.3793
2019-01-23 13:35,75.1592,73.1827
2019-01-23 13:36,62.9636,72.9175
2019-01-23 13:37,46.93,61.6843
2019-01-23 13:38,26.2078,45.3671
2019-01-23 13:39,14.7258,29.2879
2019-01-23 13:40,4.6517,15.1951
2019-01-23 13:41,3.3328,7.5701
2019-01-23 13:42,1.9605,3.315
2019-01-23 13:43,3.1808,2.8247
2019-01-23 13:44,3.1808,2.7741
2019-01-23 13:45,18.7277,8.3631
2019-01-23 13:46,43.059,21.6558
2019-01-23 13:47,71.2052,44.3306
2019-01-23 13:48,85.7349,66.6664
2019-01-23 13:49,91.3672,82.7691
2019-01-23 13:50,71.65,82.9174
2019-01-23 13:51,41.1849,68.0674
2019-01-23 13:52,11.4517,41.4289
2019-01-23 13:53,3.0227,18.5531
2019-01-23 13:54,5.3717,6.6153
2019-01-23 13:55,6.4837,4.9593
2019-01-23 13:56,16.1608,9.3387
2019-01-23 13:57,12.2399,11.6281
2019-01-23 13:58,18.0104,15.4704
2019-01-23 13:59,18.8895,16.3799
2019-01-23 14:00,34.1679,23.6893
2019-01-23 14:01,46.6679,33.2418
2019-01-23 14:02,69.4452,50.0937
2019-01-23 14:03,71.9444,62.6858
2019-01-23 14:04,65.6408,69.0101
2019-01-23 14:05,57.5319,65.039
2019-01-23 14:06,60.9653,61.3793
2019-01-23 14:07,70.2453,62.9142
2019-01-23 14:08,52.7146,61.3084
2019-01-23 14:09,36.6326,53.1975
2019-01-23 14:10,38.1564,42.5012
2019-01-23 14:11,62.2795,45.6895
2019-01-23 14:12,72.3004,57.5788
2019-01-23 14:13,59.0882,64.556
2019-01-23 14:14,30.4708,53.9531
2019-01-23 14:15,15.3207,34.9599
2019-01-23 14:16,7.2678,17.6865
2019-01-23 14:17,4.0685,8.8857
2019-01-23 14:18,4.0685,5.135
2019-01-23 14:19,0.7932,2.9768
2019-01-23 14:20,0.7932,1.885
2019-01-23 14:21,8.7982,3.4616
2019-01-23 14:22,14.503,8.0315
2019-01-23 14:23,25.6978,16.333
2019-01-23 14:24,48.0737,29.4249
2019-01-23 14:25,66.9674,46.913
2019-01-23 14:26,81.9089,65.65
2019-01-23 14:27,75.8034,74.8932
2019-01-23 14:28,83.7451,80.4858
2019-01-23 14:29,83.9259,81.1582
2019-01-23 14:30,84.2114,83.9608
2019-01-23 14:31,60.4018,76.1797
2019-01-23 14:32,48.3705,64.3279
2019-01-23 14:33,36.1558,48.3094
2019-01-23 14:34,40.642,41.7227
2019-01-23 14:35,55.1068,43.9682
2019-01-23 14:36,76.0939,57.2809
2019-01-23 14:37,93.0987,74.7665
2019-01-23 14:38,83.1887,84.1271
2019-01-23 14:39,77.4983,84.5953
2019-01-23 14:40,69.5599,76.749
2019-01-23 14:41,79.2898,75.4494
2019-01-23 14:42,81.4403,76.7634
2019-01-23 14:43,89.257,83.3291
2019-01-23 14:44,81.6388,84.112
2019-01-23 14:45,51.8453,74.247
2019-01-23 14:46,22.0276,51.8372
2019-01-23 14:47,12.8344,28.9024
2019-01-23 14:48,19.7844,18.2155
2019-01-23 14:49,29.8448,20.8212
2019-01-23 14:50,36.6543,28.7611
2019-01-23 14:51,63.0376,43.1789
2019-01-23 14:52,80.7908,60.1609
2019-01-23 14:53,91.1114,78.3133
2019-01-23 14:54,82.7787,84.8936
2019-01-23 14:55,65.1796,79.6899
2019-01-23 14:56,45.9403,64.6329
2019-01-23 14:57,27.6054,46.2418
2019-01-23 14:58,35.9217,36.4891
2019-01-23 14:59,53.8576,39.1282
2019-01-23 15:00,70.1807,53.32
2019-01-23 15:01,75.5735,66.5373
2019-01-23 15:02,71.0649,72.273
2019-01-23 15:03,75.5273,74.0552
2019-01-23 15:04,70.0694,72.2205
2019-01-23 15:05,57.3382,67.645
2019-01-23 15:06,57.4513,61.6196
2019-01-23 15:07,37.9101,50.8998
2019-01-23 15:08,27.5642,40.9752
2019-01-23 15:09,0.0,21.8248
2019-01-23 15:10,7.937,11.8337
2019-01-23 15:11,19.0477,8.9949
2019-01-23 15:12,48.5059,25.1635
2019-01-23 15:13,68.4776,45.3437
2019-01-23 15:14,74.8268,63.9368
2019-01-23 15:15,57.1538,66.8194
2019-01-23 15:16,62.5785,64.853
2019-01-23 15:17,78.452,66.0614
2019-01-23 15:18,95.0977,78.7094
2019-01-23 15:19,86.2744,86.608
2019-01-23 15:20,78.9574,86.7765
2019-01-23 15:21,75.259,80.1636
2019-01-23 15:22,80.3905,78.2023
2019-01-23 15:23,87.7075,81.119
2019-01-23 15:24,81.8947,83.3309
2019-01-23 15:25,70.112,79.9047
2019-01-23 15:26,42.4774,64.828
2019-01-23 15:27,45.1688,52.586
2019-01-23 15:28,44.5255,44.0572
2019-01-23 15:29,72.16,53.9514
2019-01-23 15:30,81.6214,66.1023
2019-01-23 15:31,85.1365,79.6393
2019-01-23 15:32,67.1879,77.9819
2019-01-23 15:33,52.3543,68.2262
2019-01-23 15:34,33.9229,51.155
2019-01-23 15:35,20.7592,35.6788
2019-01-23 15:36,24.7325,26.4715
2019-01-23 15:37,39.1014,28.1977
2019-01-23 15:38,48.2332,37.3557
2019-01-23 15:39,45.7999,44.3782
2019-01-23 15:40,40.2427,44.7586
2019-01-23 15:41,28.89,38.3109
2019-01-23 15:42,12.2904,27.1411
2019-01-23 15:43,2.4132,14.5312
2019-01-23 15:44,11.7209,8.8082
2019-01-23 15:45,13.3199,9.1513
2019-01-23 15:46,17.9682,14.3363
2019-01-23 15:47,41.9938,24.4273
2019-01-23 15:48,63.5753,41.1791
2019-01-23 15:49,68.407,57.9921
2019-01-23 15:50,48.1691,60.0505
2019-01-23 15:51,29.3659,48.6473
2019-01-23 15:52,20.641,32.7253
2019-01-23 15:53,9.3004,19.7691
2019-01-23 15:54,5.8931,11.9448
2019-01-23 15:55,8.2045,7.7993
2019-01-23 15:56,28.2449,14.1142
2019-01-23 15:57,42.7612,26.4035
2019-01-23 15:58,55.1265,42.0442
2019-01-23 15:59,52.7712,50.2196
2019-01-23 16:00,60.62,56.1726
2019-01-24 09:31,51.7053,55.0322
2019-01-24 09:32,38.9322,50.4192
2019-01-24 09:33,23.5404,38.0593
2019-01-24 09:34,44.2026,35.5584
2019-01-24 09:35,61.5122,43.0851
2019-01-24 09:36,85.7205,63.8118
2019-01-24 09:37,89.1478,78.7935
2019-01-24 09:38,93.9345,89.6009
2019-01-24 09:39,80.9098,87.9974
2019-01-24 09:40,73.3115,82.7186
2019-01-24 09:41,60.1942,71.4718
2019-01-24 09:42,41.5913,58.3657
2019-01-24 09:43,50.5343,50.7733
2019-01-24 09:44,66.6714,52.9324
2019-01-24 09:45,93.9911,70.399
2019-01-24 09:46,94.1393,84.9339
2019-01-24 09:47,88.0579,92.0628
2019-01-24 09:48,82.3485,88.1819
2019-01-24 09:49,74.7325,81.713
2019-01-24 09:50,74.4274,77.1695
2019-01-24 09:51,80.5779,76.5793
2019-01-24 09:52,78.6698,77.8917
2019-01-24 09:53,78.1098,79.1192
2019-01-24 09:54,67.0364,74.6053
2019-01-24 09:55,57.8933,67.6798
2019-01-24 09:56,33.0568,52.6622
2019-01-24 09:57,14.6661,35.2054
2019-01-24 09:58,22.0001,23.241
2019-01-24 09:59,42.0003,26.2222
2019-01-24 10:00,74.6527,46.2177
2019-01-24 10:01,77.1422,64.5984
2019-01-24 10:02,77.2096,76.3348
2019-01-24 10:03,53.0371,69.1296
2019-01-24 10:04,36.5395,55.5954
2019-01-24 10:05,20.3178,36.6315
2019-01-24 10:06,39.2609,32.0394
2019-01-24 10:07,53.4911,37.6899
2019-01-24 10:08,67.1056,53.2858
2019-01-24 10:09,57.2304,59.2757
2019-01-24 10:10,48.3407,57.5589
2019-01-24 10:11,33.6099,46.3937
2019-01-24 10:12,19.7667,33.9058
2019-01-24 10:13,18.6886,24.0217
2019-01-24 10:14,34.8475,24.4343
2019-01-24 10:15,62.2546,38.5969
2019-01-24 10:16,76.111,57.7377
2019-01-24 10:17,88.1319,75.4992
2019-01-24 10:18,82.1343,82.1258
2019-01-24 10:19,83.4428,84.5697
2019-01-24 10:20,68.1828,77.92
2019-01-24 10:21,68.5065,73.3774
2019-01-24 10:22,67.1294,67.9396
2019-01-24 10:23,63.8096,66.4819
2019-01-24 10:24,40.8171,57.2521
2019-01-24 10:25,25.0317,43.2195
2019-01-24 10:26,21.6756,29.1748
2019-01-24 10:27,22.1294,22.9456
2019-01-24 10:28,32.7067,25.5039
2019-01-24 10:29,57.0665,37.3009
2019-01-24 10:30,69.6443,53.1392
2019-01-24 10:31,59.5259,62.0789
2019-01-24 10:32,27.8177,52.3293
2019-01-24 10:33,12.3409,33.2282
2019-01-24 10:34,7.5773,15.912
2019-01-24 10:35,11.4314,10.4499
2019-01-24 10:36,13.053,10.6873
2019-01-24 10:37,13.0365,12.507
2019-01-24 10:38,11.4071,12.4989
2019-01-24 10:39,10.05,11.4978
2019-01-24 10:40,18.232,13.2297
2019-01-24 10:41,28.4635,18.9152
2019-01-24 10:42,36.9712,27.8889
2019-01-24 10:43,38.2613,34.5653
2019-01-24 10:44,24.1799,33.1375
2019-01-24 10:45,17.1976,26.5463
2019-01-24 10:46,5.7113,15.6962
2019-01-24 10:47,23.0553,15.3214
2019-01-24 10:48,35.4933,21.4199
2019-01-24 10:49,31.9503,30.1663
2019-01-24 10:50,16.9399,28.1279
2019-01-24 10:51,19.1567,22.6823
2019-01-24 10:52,39.7377,25.2781
2019-01-24 10:53,62.5662,40.4869
2019-01-24 10:54,67.2812,56.5283
2019-01-24 10:55,65.5408,65.1294
2019-01-24 10:56,59.8824,64.2348
2019-01-24 10:57,49.7156,58.3796
2019-01-24 10:58,46.0993,51.8991
2019-01-24 10:59,55.8055,50.5401
2019-01-24 11:00,72.4208,58.1085
2019-01-24 11:01,76.1251,68.1171
2019-01-24 11:02,66.0792,71.5417
2019-01-24 11:03,61.5205,67.9083
2019-01-24 11:04,61.3367,62.9788
2019-01-24 11:05,75.5061,66.1211
2019-01-24 11:06,79.2617,72.0348
2019-01-24 11:07,85.3759,80.0479
2019-01-24 11:08,52.7514,72.463
2019-01-24 11:09,50.0596,62.729
2019-01-24 11:10,38.2973,47.0361
2019-01-24 11:11,66.9666,51.7745
2019-01-24 11:12,73.699,59.6543
2019-01-24 11:13,68.6813,69.7823
2019-01-24 11:14,44.1814,62.1873
2019-01-24 11:15,22.0406,44.9678
2019-01-24 11:16,13.583,26.6017
2019-01-24 11:17,15.6489,17.0908
2019-01-24 11:18,21.0854,16.7724
2019-01-24 11:19,45.0298,27.2547
2019-01-24 11:20,44.6592,36.9248
2019-01-24 11:21,48.3588,46.0159
2019-01-24 11:22,32.6009,41.873
2019-01-24 11:23,47.7226,42.8941
2019-01-24 11:24,48.4883,42.9373
2019-01-24 11:25,55.8069,50.6726
2019-01-24 11:26,35.4736,46.5896
2019-01-24 11:27,16.867,36.0491
2019-01-24 11:28,9.5484,20.6297
2019-01-24 11:29,39.1896,21.8683
2019-01-24 11:30,64.5559,37.7646
2019-01-24 11:31,78.9029,60.8828
2019-01-24 11:32,69.9782,71.1457
2019-01-24 11:33,68.1249,72.3353
2019-01-24 11:34,61.9442,66.6824
2019-01-24 11:35,66.8488,65.6393
2019-01-24 11:36,51.3355,60.0428
2019-01-24 11:37,68.316,62.1668
2019-01-24 11:38,73.0596,64.237
2019-01-24 11:39,88.8146,76.7301
2019-01-24 11:40,75.8259,79.2334
2019-01-24 11:41,60.6558,75.0988
2019-01-24 11:42,45.0883,60.5233
2019-01-24 11:43,27.1685,44.3042
2019-01-24 11:44,20.2891,30.8486
2019-01-24 11:45,17.4221,21.6265
2019-01-24 11:46,46.8164,28.1758
2019-01-24 11:47,67.6156,43.9513
2019-01-24 11:48,84.0962,66.176
2019-01-24 11:49,85.6105,79.1074
2019-01-24 11:50,82.6985,84.1351
2019-01-24 11:51,80.1578,82.8223
2019-01-24 11:52,58.6767,73.8443
2019-01-24 11:53,36.905,58.5799
2019-01-24 11:54,24.7887,40.1235
2019-01-24 11:55,32.7779,31.4906
2019-01-24 11:56,60.3185,39.295
2019-01-24 11:57,83.7818,58.9594
2019-01-24 11:58,89.543,77.8811
2019-01-24 11:59,83.8929,85.7392
2019-01-24 12:00,86.6191,86.685
2019-01-24 12:01,69.4532,79.9884
2019-01-24 12:02,46.7699,67.6141
2019-01-24 12:03,18.769,44.9973
2019-01-24 12:04,12.9205,26.1531
2019-01-24 12:05,19.4452,17.0449
2019-01-24 12:06,17.4381,16.6013
2019-01-24 12:07,37.8386,24.9073
2019-01-24 12:08,56.4217,37.2328
2019-01-24 12:09,75.6779,56.6461
2019-01-24 12:10,66.6683,66.256
2019-01-24 12:11,56.3515,66.2326
2019-01-24 12:12,46.2698,56.4299
2019-01-24 12:13,52.0431,51.5548
2019-01-24 12:14,47.0671,48.46
2019-01-24 12:15,59.7532,52.9545
2019-01-24 12:16,51.4316,52.7506
2019-01-24 12:17,65.6026,58.9291
2019-01-24 12:18,65.5461,60.8601
2019-01-24 12:19,77.6158,69.5882
2019-01-24 12:20,68.3831,70.515
2019-01-24 12:21,44.4439,63.481
2019-01-24 12:22,23.5069,45.4447
2019-01-24 12:23,3.7537,23.9015
2019-01-24 12:24,8.8224,12.0277
2019-01-24 12:25,16.9258,9.834
2019-01-24 12:26,50.2592,25.3358
2019-01-24 12:27,76.4318,47.8723
2019-01-24 12:28,88.7629,71.818
2019-01-24 12:29,71.1879,78.7942
2019-01-24 12:30,50.4652,70.1387
